Career_Path,Python_Skill,Java_Skill,JavaScript_Skill,SQL_Skill,C++_Skill,R_Skill,Machine_Learning_Skill,Deep_Learning_Skill,NLP_Skill,Computer_Vision_Skill,React_Skill,Node.js_Skill,Django_Skill,FastAPI_Skill,Docker_Skill,AWS_Skill,Azure_Skill,GCP_Skill,Kubernetes_Skill,Terraform_Skill,TensorFlow_Skill,PyTorch_Skill,Scikit-learn_Skill,Pandas_Skill,NumPy_Skill,System_Design_Skill,Data_Structures_Skill,Algorithms_Skill,Statistics_Skill,Linear_Algebra_Skill,CGPA,Experience_Years,Primary_Interest,Secondary_Interest,Personality_Type,Education_Level,Certifications,Projects_Completed,GitHub_Repos,Hackathons,Internships,Expected_Salary,Job_Market_Demand,Satisfaction_Score
AI/ML Engineer,10,6,1,3,5,4,10,8,7,6,4,4,1,7,4,1,3,5,4,3,7,10,2,6,4,2,6,1,7,2,6.39,5,IoT,IoT,Detail-oriented,M.Tech,2,4,14,2,1,60000,7,100
UI/UX Designer,4,3,8,4,1,1,2,4,2,2,8,4,1,1,1,4,1,2,6,2,1,6,4,6,1,1,1,1,5,1,6.4,0,IoT,Product Design,Leadership,MCA,7,3,38,10,1,80000,6,90
Cybersecurity Analyst,8,7,3,3,8,5,2,5,3,3,3,3,1,2,6,5,3,5,2,5,1,1,1,3,3,8,8,7,4,3,6.59,0,Data Analytics,Data Analytics,Creative,M.Sc,8,1,49,0,2,230000,9,77
DevOps Engineer,5,4,6,3,1,3,4,7,5,6,1,3,3,4,10,10,2,1,10,7,7,4,5,1,7,7,5,1,2,3,6.52,1,AI/ML,AR/VR,Leadership,MCA,2,3,11,5,3,110000,6,71
UI/UX Designer,2,6,9,4,5,5,1,2,2,4,7,1,1,7,1,4,2,3,1,3,6,1,1,5,1,3,1,4,4,1,9.13,0,Mobile Apps,IoT,Detail-oriented,M.Tech,7,15,5,7,0,170000,8,78
UI/UX Designer,2,2,7,2,1,4,2,7,5,2,10,7,2,2,1,6,3,1,3,5,3,4,3,4,1,5,2,3,5,2,6.85,0,AR/VR,Mobile Apps,Detail-oriented,BCA,4,5,34,5,1,250000,5,75
Data Scientist,8,1,6,6,4,1,10,9,4,6,7,2,6,2,6,4,1,5,1,1,9,5,4,9,6,3,3,3,10,1,8.21,2,Data Analytics,Web Development,Innovative,M.Tech,2,13,43,1,1,200000,8,87
Product Manager,5,4,4,9,1,6,4,1,4,2,3,1,3,5,1,7,6,1,4,1,3,6,3,5,6,8,1,2,5,3,7.76,5,Cybersecurity,Product Design,Creative,M.Sc,0,14,50,1,0,220000,5,79
Data Scientist,10,4,5,6,3,1,7,6,5,3,5,1,5,7,2,2,5,6,2,4,5,1,4,7,10,5,3,5,10,1,7.47,4,Blockchain,Product Design,Analytical,M.Tech,2,12,4,8,0,90000,7,89
Data Scientist,7,2,1,6,4,1,10,7,7,2,2,3,2,5,1,1,4,5,6,5,8,1,3,9,6,1,1,4,10,3,9.08,0,AR/VR,AR/VR,Collaborative,B.Tech,5,1,33,9,1,130000,6,77
Mobile Developer,6,8,8,2,2,4,3,2,4,6,7,2,2,6,4,1,4,4,1,2,1,2,3,1,2,2,8,9,3,4,6.81,3,AI/ML,Data Analytics,Detail-oriented,M.Tech,3,10,16,0,2,190000,8,60
UI/UX Designer,4,4,9,7,6,1,2,4,6,5,8,1,1,2,1,1,4,2,3,2,5,2,7,3,5,6,1,3,5,1,6.7,2,Cloud Computing,Web Development,Innovative,B.Sc,3,6,9,10,0,210000,5,96
Cloud Architect,3,2,2,1,1,4,2,6,3,3,4,4,5,4,10,10,6,6,10,10,2,3,1,1,4,9,1,4,3,1,6.09,3,Cybersecurity,AR/VR,Detail-oriented,B.Tech,0,0,43,9,0,250000,9,69
DevOps Engineer,9,6,4,2,4,1,3,2,3,6,1,3,1,2,8,6,5,3,9,9,1,1,1,6,7,6,2,1,4,3,6.92,4,Product Design,Data Analytics,Collaborative,M.Sc,4,9,12,4,1,80000,9,87
Cloud Architect,7,6,4,1,4,7,1,1,5,5,1,4,4,3,9,10,7,8,9,7,1,4,3,1,4,9,4,4,3,5,9.86,0,Mobile Apps,Cloud Computing,Leadership,BCA,6,12,23,4,0,210000,7,69
Product Manager,3,4,6,5,1,5,3,3,1,5,5,6,4,3,2,2,3,5,1,5,3,4,2,2,3,10,3,2,9,1,8.6,2,Data Analytics,Web Development,Detail-oriented,B.Sc,8,6,47,9,3,70000,7,65
Data Scientist,10,3,4,8,1,5,10,8,1,4,1,7,2,5,1,1,2,5,3,5,6,5,3,10,9,2,4,2,9,4,9.85,0,Cybersecurity,Cybersecurity,Leadership,MCA,8,7,20,5,1,80000,10,73
DevOps Engineer,6,6,2,5,2,1,1,4,1,1,2,3,3,2,8,9,5,1,7,9,5,4,1,3,3,6,1,3,6,4,8.89,5,Data Analytics,Cybersecurity,Leadership,MCA,2,0,39,4,0,140000,9,70
Blockchain Developer,8,4,10,6,7,1,1,5,5,3,2,2,1,3,4,5,2,3,1,1,2,1,1,4,5,3,7,10,1,5,6.52,1,Blockchain,Data Analytics,Creative,B.Sc,8,9,29,4,1,40000,10,64
Blockchain Developer,6,4,9,5,10,3,4,5,4,4,1,6,1,3,3,3,2,1,1,1,3,3,2,2,3,2,7,9,3,4,8.41,1,Web Development,AI/ML,Leadership,M.Tech,2,6,48,6,0,70000,8,93
Data Scientist,10,4,1,9,6,6,8,6,4,4,5,4,3,3,6,4,1,3,2,7,5,2,5,10,7,1,3,6,7,2,9.28,1,Blockchain,Cloud Computing,Detail-oriented,MCA,8,2,20,0,2,160000,9,62
UI/UX Designer,2,1,8,6,1,5,2,4,5,4,6,1,3,5,2,1,4,6,1,3,1,3,2,4,1,3,1,1,6,1,7.97,5,AI/ML,Mobile Apps,Collaborative,B.Tech,5,13,33,9,0,190000,7,76
Mobile Developer,6,7,9,4,1,1,3,4,2,6,7,1,3,3,2,1,2,2,2,3,4,4,4,4,1,4,5,9,1,4,9.28,1,Cloud Computing,Web Development,Analytical,BCA,5,7,45,0,3,190000,9,63
AI/ML Engineer,8,3,1,6,3,3,10,8,10,9,5,3,4,4,2,3,6,3,1,1,9,10,1,5,4,1,3,6,5,4,8.77,2,Mobile Apps,Mobile Apps,Creative,M.Sc,0,8,25,7,0,70000,10,94
Product Manager,6,6,2,6,5,5,7,3,3,1,2,1,4,2,2,4,4,1,2,1,4,6,4,6,2,10,1,3,5,5,7.56,2,Cloud Computing,Cloud Computing,Analytical,M.Sc,8,13,1,6,3,240000,9,98
Cloud Architect,5,3,4,3,2,2,6,3,5,1,5,2,4,5,10,10,7,8,10,8,1,5,7,2,6,8,3,6,3,7,9.97,5,Product Design,IoT,Leadership,MCA,8,15,9,8,2,40000,5,61
Cybersecurity Analyst,6,6,5,2,6,4,2,3,3,3,5,6,6,3,2,4,2,6,1,3,6,1,4,7,3,8,5,9,3,4,9.69,2,IoT,AI/ML,Innovative,M.Tech,0,3,42,10,0,250000,7,100
AI/ML Engineer,7,5,2,1,3,6,10,10,10,8,4,3,7,4,3,2,4,1,2,3,8,7,5,3,1,3,3,3,4,4,6.42,3,Web Development,IoT,Leadership,M.Tech,3,4,33,10,3,200000,9,78
UI/UX Designer,1,4,9,1,5,5,3,4,3,2,8,1,6,1,1,2,3,3,3,3,3,2,6,7,1,6,4,2,6,4,8.41,0,Web Development,Blockchain,Leadership,M.Tech,4,11,5,6,2,160000,8,68
Full Stack Developer,8,5,10,5,1,1,6,2,6,2,10,7,7,8,7,5,4,6,1,4,1,3,6,1,3,1,3,5,1,5,8.08,4,Data Analytics,AI/ML,Creative,BCA,1,6,21,8,0,210000,10,92
AI/ML Engineer,9,2,4,1,5,3,10,10,8,6,1,3,6,4,3,3,3,2,1,6,10,10,1,4,7,4,3,4,4,6,9.77,3,Cybersecurity,Data Analytics,Detail-oriented,BCA,0,6,47,0,2,70000,7,96
UI/UX Designer,2,1,7,1,2,2,7,6,2,7,6,2,6,4,4,2,2,4,4,3,4,3,1,6,2,6,4,2,7,3,6.09,5,IoT,Blockchain,Innovative,M.Sc,1,14,49,2,3,230000,7,73
AI/ML Engineer,10,3,4,2,1,4,10,9,10,9,1,1,2,1,6,3,1,3,4,5,9,9,2,7,6,2,2,3,3,2,7.46,3,Data Analytics,Product Design,Detail-oriented,M.Sc,2,6,3,4,2,140000,7,60
Full Stack Developer,8,1,9,6,2,5,3,4,1,5,8,9,9,4,7,2,2,2,4,5,7,4,3,2,4,4,4,4,6,4,9.19,5,Product Design,Cybersecurity,Detail-oriented,M.Sc,1,7,6,6,1,190000,8,65
Product Manager,5,6,7,6,3,3,2,2,4,2,2,1,4,3,1,6,4,3,5,1,6,1,1,4,4,8,5,1,7,5,8.66,1,Web Development,Data Analytics,Creative,M.Tech,4,9,30,3,0,200000,5,76
Full Stack Developer,5,1,8,9,1,5,2,7,1,4,10,10,7,7,6,1,2,1,4,1,2,6,2,6,7,6,1,6,7,1,8.61,4,AR/VR,Cybersecurity,Detail-oriented,B.Sc,7,6,27,5,2,280000,9,65
Cloud Architect,1,5,3,7,2,1,3,5,3,7,3,1,4,6,8,10,6,8,10,9,3,3,1,3,4,9,4,5,5,2,8.61,2,Data Analytics,IoT,Creative,M.Sc,0,8,48,0,3,240000,9,95
Mobile Developer,3,9,10,4,2,2,2,3,2,1,8,5,2,3,1,1,1,3,5,5,1,4,1,3,5,5,7,8,4,1,8.25,4,Mobile Apps,Blockchain,Leadership,MCA,1,4,48,6,3,230000,6,68
Product Manager,3,3,2,8,3,4,2,5,5,2,2,4,5,4,3,4,2,1,2,4,7,6,2,1,4,9,1,1,5,6,8.55,0,Mobile Apps,Blockchain,Collaborative,MCA,1,10,30,1,3,70000,9,94
DevOps Engineer,9,1,3,3,5,1,1,5,1,1,2,1,4,7,8,9,4,3,7,8,1,3,6,5,3,6,4,2,1,2,7.32,5,Mobile Apps,AI/ML,Leadership,B.Tech,6,15,0,1,0,290000,5,98
AI/ML Engineer,10,3,5,5,3,1,9,9,8,6,1,3,2,3,6,3,4,5,1,6,9,10,3,5,1,1,4,1,4,1,6.06,3,Mobile Apps,Data Analytics,Detail-oriented,BCA,7,15,13,1,2,240000,9,73
Mobile Developer,4,6,8,2,2,4,3,2,6,2,9,7,1,7,2,1,2,6,3,4,4,3,6,3,1,5,7,5,1,5,6.41,3,Blockchain,Mobile Apps,Analytical,M.Tech,0,10,44,3,3,150000,9,72
Product Manager,4,5,1,7,4,5,5,6,3,2,4,3,4,6,7,1,7,3,2,4,3,2,5,4,4,10,1,6,6,5,7.76,2,Cybersecurity,Mobile Apps,Innovative,BCA,5,8,18,8,3,60000,8,87
Cybersecurity Analyst,5,6,2,4,7,4,1,2,3,6,4,1,7,1,5,1,5,5,6,4,2,4,3,1,2,8,9,9,4,3,8.72,2,Cloud Computing,Mobile Apps,Creative,BCA,7,0,10,7,1,290000,9,86
DevOps Engineer,6,3,2,4,6,6,4,5,5,6,2,7,1,5,8,7,4,5,9,7,1,7,4,2,3,7,6,1,1,6,9.45,2,IoT,AR/VR,Creative,M.Sc,1,7,1,10,3,60000,7,76
Data Scientist,7,2,4,8,5,4,8,7,1,2,7,3,3,6,2,3,3,5,3,6,5,4,2,7,6,1,3,4,7,5,8.7,1,AR/VR,Mobile Apps,Leadership,M.Sc,2,8,5,8,0,50000,9,73
Data Scientist,9,4,3,6,7,3,7,6,5,1,1,1,6,3,1,1,5,6,6,3,8,1,1,7,8,4,2,1,10,1,8.47,2,Data Analytics,Cybersecurity,Detail-oriented,M.Tech,8,0,25,5,3,170000,6,61
DevOps Engineer,5,1,6,5,5,1,6,3,2,3,1,1,3,5,10,7,4,5,10,9,6,2,1,2,1,8,1,1,3,2,7.31,4,Product Design,Web Development,Creative,MCA,3,10,34,10,2,270000,9,92
Blockchain Developer,9,4,7,2,6,5,6,3,6,2,5,4,2,1,4,7,1,5,1,4,3,1,4,2,1,6,9,8,5,3,9.19,3,Cloud Computing,Product Design,Innovative,B.Sc,1,0,19,5,1,150000,8,76
Mobile Developer,3,10,8,3,5,2,1,3,2,3,8,3,5,5,3,3,5,2,3,1,1,1,4,4,3,1,5,9,1,2,8.4,3,Cybersecurity,Mobile Apps,Creative,BCA,8,12,10,9,1,90000,6,61
UI/UX Designer,4,6,6,5,3,5,3,6,3,6,10,4,7,1,5,1,3,4,4,3,1,2,3,3,5,4,7,4,3,5,8.03,2,Product Design,Cybersecurity,Leadership,M.Sc,0,11,6,10,3,230000,10,79
UI/UX Designer,5,3,6,7,4,3,2,6,5,1,9,4,5,3,1,5,1,1,2,7,3,5,4,3,6,4,5,4,5,4,6.92,5,Mobile Apps,Data Analytics,Collaborative,B.Tech,4,6,37,0,0,60000,10,80
Data Scientist,9,4,4,9,7,2,10,8,3,3,5,6,1,4,5,3,2,4,3,1,5,3,1,10,8,6,3,3,7,5,8.72,2,Data Analytics,Cloud Computing,Creative,B.Sc,2,0,22,6,1,270000,7,94
Blockchain Developer,9,7,9,2,6,3,1,2,3,4,2,2,3,6,1,4,7,2,5,5,1,1,2,3,2,1,7,10,6,6,7.1,0,AR/VR,Mobile Apps,Creative,M.Tech,4,3,12,10,2,40000,5,76
DevOps Engineer,7,1,2,3,4,7,1,5,1,1,4,4,4,1,10,7,7,6,10,10,1,5,3,1,2,7,3,5,3,1,9.08,1,AR/VR,AI/ML,Analytical,M.Sc,0,2,41,4,1,120000,7,64
Data Scientist,10,4,7,10,4,5,7,9,6,1,1,3,5,6,4,3,1,4,3,4,9,3,1,8,8,1,1,4,10,1,7.14,1,Blockchain,Product Design,Leadership,M.Sc,6,6,36,9,2,60000,10,60
Cloud Architect,1,4,5,4,3,3,3,2,1,3,3,7,4,5,10,9,7,9,10,7,5,1,6,3,4,10,4,5,1,3,7.77,2,Data Analytics,Data Analytics,Creative,MCA,7,7,32,10,0,250000,5,99
Mobile Developer,5,10,6,5,4,2,5,5,7,1,7,6,1,6,2,3,6,7,5,2,5,4,5,6,2,2,7,9,5,1,6.6,1,Cybersecurity,Data Analytics,Detail-oriented,MCA,7,14,3,7,2,50000,6,91
AI/ML Engineer,8,1,2,4,1,3,8,9,9,7,4,3,3,6,3,5,6,3,2,6,10,7,6,3,2,2,1,5,3,5,6.79,0,Web Development,AR/VR,Detail-oriented,B.Tech,7,15,21,8,1,260000,7,72
Data Scientist,10,3,6,8,3,1,10,7,3,7,1,3,2,4,7,4,3,1,2,4,9,3,2,9,7,6,2,6,9,3,6.98,5,AR/VR,Blockchain,Innovative,B.Sc,3,1,22,0,2,70000,5,64
Mobile Developer,6,9,8,1,6,4,3,3,4,2,9,1,6,1,7,6,2,4,1,6,6,4,6,4,5,2,9,6,2,4,6.82,3,Data Analytics,Data Analytics,Collaborative,BCA,0,13,1,1,0,200000,7,82
Cloud Architect,2,3,1,4,3,1,1,7,2,1,1,5,4,2,10,9,8,10,8,8,6,5,1,1,3,10,3,3,4,4,8.64,5,Blockchain,AR/VR,Innovative,B.Sc,6,8,25,2,1,120000,9,60
AI/ML Engineer,9,1,2,4,3,6,7,10,8,10,1,3,3,3,3,6,4,6,4,1,10,10,2,6,3,5,3,6,6,1,6.18,1,Cloud Computing,Cybersecurity,Innovative,B.Sc,8,15,26,7,0,70000,9,66
Mobile Developer,3,7,6,1,1,2,5,1,5,1,5,3,6,1,1,1,1,2,3,1,2,5,1,7,5,6,7,8,1,2,7.99,5,Cloud Computing,Web Development,Analytical,BCA,6,14,25,5,2,220000,9,67
UI/UX Designer,2,4,5,3,1,4,1,2,3,3,6,4,4,5,6,4,5,1,1,6,2,7,1,1,4,1,7,1,6,1,7.55,5,Cybersecurity,Product Design,Analytical,BCA,5,10,50,0,1,60000,9,78
Cybersecurity Analyst,8,8,1,2,6,2,6,2,1,2,1,1,5,4,1,6,5,5,2,4,4,2,5,4,3,8,5,9,5,5,8.5,3,IoT,Cloud Computing,Analytical,M.Sc,3,15,43,6,3,70000,6,76
AI/ML Engineer,10,3,1,5,5,1,7,9,10,10,1,2,4,5,3,5,2,1,2,1,10,10,4,2,1,4,5,1,5,4,9.52,2,Cybersecurity,AI/ML,Detail-oriented,M.Sc,3,8,27,5,1,170000,6,90
Blockchain Developer,9,3,7,4,10,5,3,2,3,5,1,1,4,3,6,4,4,1,4,6,1,5,5,2,5,5,9,8,3,3,6.23,0,Data Analytics,Cloud Computing,Leadership,M.Tech,0,12,45,10,3,170000,9,73
Cloud Architect,3,2,5,1,1,4,5,3,1,3,6,3,5,1,7,10,6,8,7,9,7,3,3,5,3,7,6,5,5,3,6.29,4,IoT,IoT,Detail-oriented,B.Tech,8,14,18,7,3,130000,7,70
AI/ML Engineer,7,3,4,6,3,4,8,10,7,8,1,3,3,1,5,4,3,2,1,7,7,7,2,7,3,2,2,6,4,3,9.14,1,Blockchain,AR/VR,Innovative,BCA,4,2,44,6,0,290000,9,85
Data Scientist,10,4,4,6,4,5,8,9,1,3,3,1,2,1,1,4,4,1,4,2,8,3,3,7,7,1,2,3,7,1,9.88,3,IoT,Data Analytics,Analytical,MCA,1,5,8,1,3,170000,7,80
Full Stack Developer,8,3,9,9,6,1,1,5,4,2,9,10,5,8,5,4,5,1,3,2,4,1,1,3,1,6,4,6,5,5,9.13,3,AR/VR,Mobile Apps,Collaborative,BCA,4,8,49,5,0,270000,10,76
DevOps Engineer,7,1,6,6,2,1,3,1,2,2,1,2,6,6,8,10,2,4,8,10,5,2,3,6,2,10,5,1,3,1,9.09,3,AR/VR,AR/VR,Detail-oriented,BCA,5,6,49,9,1,250000,7,65
UI/UX Designer,4,4,9,5,3,1,1,5,3,1,10,4,4,3,2,3,1,1,4,5,2,2,1,1,3,2,5,6,7,1,7.41,2,Mobile Apps,Product Design,Collaborative,MCA,5,12,0,6,2,300000,7,67
Full Stack Developer,8,7,10,8,4,1,4,1,6,2,7,10,7,4,6,1,4,4,4,7,1,3,6,3,5,2,2,1,1,2,9.26,0,AI/ML,AR/VR,Analytical,M.Tech,3,14,14,4,0,80000,8,70
AI/ML Engineer,10,3,4,2,4,1,10,10,8,9,4,3,1,4,1,1,3,3,5,2,10,7,2,3,1,1,4,1,2,2,9.75,2,IoT,Product Design,Leadership,B.Sc,7,15,35,8,1,290000,9,66
Mobile Developer,6,9,10,4,7,5,5,2,3,3,6,6,4,2,1,1,2,1,4,1,4,3,4,1,4,1,8,7,1,2,7.09,4,Cloud Computing,AR/VR,Detail-oriented,M.Tech,4,6,9,5,2,290000,8,60
Cloud Architect,4,5,1,4,3,1,4,4,2,2,4,4,4,4,8,10,10,6,7,8,2,2,1,3,2,10,5,1,6,1,8.56,1,Cloud Computing,AI/ML,Collaborative,B.Tech,3,11,3,1,0,230000,8,72
Data Scientist,10,4,4,9,5,2,7,5,1,4,1,2,1,1,3,1,4,2,3,2,8,4,5,10,9,2,4,6,7,1,7.59,5,AI/ML,AR/VR,Collaborative,M.Tech,0,1,35,10,1,250000,10,82
Blockchain Developer,8,5,10,1,8,3,3,4,4,3,3,2,3,1,2,3,2,2,3,6,2,4,4,1,7,1,6,7,3,4,7.76,0,Product Design,AR/VR,Leadership,B.Sc,7,0,14,2,0,220000,8,75
Full Stack Developer,8,2,9,9,5,7,3,4,3,1,10,7,8,7,6,2,1,2,1,4,4,3,3,2,5,1,2,2,5,4,7.19,4,Cloud Computing,Cybersecurity,Collaborative,M.Sc,0,13,35,4,0,160000,10,76
Data Scientist,8,2,4,8,3,1,7,5,7,3,1,4,3,1,4,6,3,5,2,7,6,4,1,10,6,3,4,5,7,1,6.68,5,AR/VR,IoT,Detail-oriented,MCA,0,5,38,3,1,100000,10,76
UI/UX Designer,2,1,5,2,4,4,3,4,1,5,10,1,2,2,5,4,5,3,1,5,2,4,5,7,5,2,6,6,7,7,9.07,0,Mobile Apps,Product Design,Collaborative,M.Sc,8,12,50,3,3,140000,10,78
Product Manager,7,2,3,8,1,7,7,1,3,3,6,2,4,3,1,1,2,1,1,1,5,3,4,3,1,6,2,5,9,3,10.0,1,Data Analytics,IoT,Creative,B.Sc,8,9,26,6,3,270000,6,75
Full Stack Developer,7,1,8,6,3,3,5,1,4,2,10,8,5,6,9,1,7,3,5,3,5,3,3,4,3,4,1,5,4,3,8.96,4,Blockchain,Cloud Computing,Detail-oriented,B.Sc,8,2,45,6,1,230000,6,87
Data Scientist,7,1,1,9,6,4,10,9,2,6,5,3,7,1,1,3,4,3,3,3,7,4,2,9,9,1,4,3,7,5,6.03,4,Web Development,Web Development,Creative,B.Tech,4,3,43,4,2,120000,8,80
Full Stack Developer,4,4,8,7,3,1,3,5,1,4,9,8,7,8,8,3,1,4,5,6,4,3,4,1,4,6,3,2,3,5,6.3,3,Cloud Computing,IoT,Detail-oriented,BCA,4,1,17,2,1,190000,9,75
Data Scientist,8,1,5,6,5,6,10,5,4,4,7,6,4,5,5,1,5,1,2,5,8,2,3,10,9,2,2,4,10,4,6.88,3,AR/VR,AR/VR,Detail-oriented,M.Sc,8,6,25,5,1,260000,7,70
DevOps Engineer,7,3,7,3,5,7,3,1,4,1,5,1,4,4,10,9,7,5,7,10,5,2,4,2,4,6,3,7,1,3,10.0,3,Data Analytics,AR/VR,Creative,B.Tech,5,3,39,1,3,60000,6,85
Full Stack Developer,6,6,8,6,3,6,2,7,4,2,10,8,5,4,6,2,3,5,5,1,5,4,4,3,4,1,4,5,2,4,9.6,2,Blockchain,Data Analytics,Innovative,M.Sc,0,9,24,2,3,60000,9,79
Mobile Developer,6,6,8,4,6,3,3,2,7,1,6,3,2,3,4,2,1,4,1,3,1,1,2,6,3,2,7,5,3,5,6.09,4,Product Design,Product Design,Collaborative,MCA,2,8,25,5,3,240000,8,63
Mobile Developer,7,7,6,1,6,1,2,6,1,3,7,2,3,4,1,5,1,2,7,4,4,4,4,3,3,3,8,8,4,1,6.33,5,Product Design,IoT,Detail-oriented,M.Tech,2,10,7,6,2,170000,10,80
UI/UX Designer,1,5,9,5,6,2,3,1,1,5,7,3,4,5,2,3,3,1,3,1,5,1,3,2,2,5,2,1,5,1,9.27,5,Data Analytics,IoT,Creative,MCA,5,10,17,6,0,220000,8,93
UI/UX Designer,2,5,6,1,6,2,5,1,6,5,8,6,1,1,2,5,4,7,3,3,3,3,5,1,2,3,1,2,4,2,9.26,4,AR/VR,AR/VR,Creative,M.Sc,4,6,33,6,3,280000,6,99
DevOps Engineer,5,4,3,4,1,3,1,1,4,2,1,3,3,3,10,8,7,7,9,10,4,2,1,5,5,6,5,1,3,5,6.54,3,Mobile Apps,Web Development,Creative,MCA,8,11,14,5,2,210000,6,82
Cloud Architect,3,2,4,1,5,4,5,3,3,7,4,3,1,2,8,9,8,10,10,8,7,3,6,1,3,7,3,1,3,4,7.12,0,Blockchain,Cloud Computing,Analytical,B.Tech,5,6,45,3,3,270000,9,91
Product Manager,7,3,1,9,2,3,5,1,2,1,2,3,2,4,4,2,4,5,5,6,2,4,1,2,1,8,7,6,5,2,6.74,5,Product Design,Web Development,Creative,MCA,8,11,30,4,1,130000,9,79
Data Scientist,8,1,1,10,4,4,9,9,4,1,1,7,7,2,3,3,3,3,2,6,9,5,6,7,6,1,2,4,7,4,7.62,2,AI/ML,Cybersecurity,Innovative,MCA,7,4,6,9,1,270000,10,71
DevOps Engineer,9,3,1,7,1,4,5,4,2,1,6,4,1,3,7,10,1,3,10,8,3,6,5,1,6,8,1,3,1,3,8.93,4,Data Analytics,Blockchain,Collaborative,M.Tech,8,13,11,10,2,290000,5,88
DevOps Engineer,5,2,4,3,1,4,1,4,3,1,1,1,1,1,8,7,4,3,10,10,4,3,4,2,5,10,1,3,3,5,6.55,5,Product Design,Cybersecurity,Analytical,M.Sc,1,6,33,2,0,270000,7,62
Full Stack Developer,4,2,7,5,6,2,3,1,1,1,10,8,8,8,5,3,3,2,3,1,1,5,5,5,1,5,4,3,1,7,7.02,4,AR/VR,Product Design,Collaborative,B.Sc,1,8,40,6,1,190000,10,70
Blockchain Developer,8,3,10,1,10,1,2,4,2,2,1,5,1,2,6,4,3,5,7,1,5,5,6,3,3,2,8,8,2,1,9.4,4,IoT,Blockchain,Collaborative,B.Tech,4,2,25,7,3,50000,6,89
UI/UX Designer,4,3,6,2,1,2,6,3,1,6,7,1,4,1,3,1,2,1,1,5,2,3,3,4,5,4,2,1,3,2,8.68,5,Mobile Apps,Blockchain,Innovative,B.Tech,0,9,5,8,3,130000,7,91
Cybersecurity Analyst,5,4,1,1,7,1,4,4,3,7,1,3,3,1,6,2,6,2,6,3,4,1,3,2,1,6,5,9,2,3,9.61,2,Product Design,IoT,Leadership,M.Sc,8,5,17,1,1,250000,8,89
Mobile Developer,4,7,8,5,3,3,2,6,1,6,6,1,1,2,3,1,7,1,1,3,1,4,4,2,3,4,8,9,6,4,7.38,5,Web Development,AI/ML,Creative,M.Sc,5,12,15,7,0,160000,10,70
Cybersecurity Analyst,5,8,3,4,6,1,3,2,4,5,7,2,3,5,3,3,5,1,6,4,1,7,1,1,1,10,6,10,1,1,6.43,2,AI/ML,AI/ML,Creative,MCA,5,6,39,4,2,250000,8,79
Cloud Architect,3,4,2,1,3,5,2,2,4,3,5,5,5,1,10,7,8,7,8,10,4,2,5,3,2,7,7,5,2,2,7.78,4,Web Development,AR/VR,Innovative,BCA,4,0,40,10,3,60000,9,64
Product Manager,6,5,6,9,4,3,1,3,3,1,1,3,3,2,2,5,2,4,4,1,1,4,2,3,4,7,4,5,6,1,6.28,4,Mobile Apps,AI/ML,Creative,B.Sc,3,3,1,6,3,140000,7,81
AI/ML Engineer,7,1,1,1,4,6,10,10,10,7,1,6,2,3,3,3,1,1,4,2,8,7,4,1,1,1,7,1,1,3,7.57,1,Cybersecurity,IoT,Leadership,B.Tech,3,0,30,4,3,90000,8,96
Product Manager,6,3,4,7,6,5,5,2,2,6,4,2,3,3,7,5,4,1,2,2,3,4,5,7,5,7,2,1,6,4,7.51,1,Web Development,AR/VR,Analytical,BCA,1,5,41,5,0,270000,9,80
Cybersecurity Analyst,5,7,4,3,8,1,2,6,2,4,3,4,3,1,4,1,5,1,6,4,2,3,1,3,4,8,6,10,2,2,6.51,5,IoT,Product Design,Analytical,M.Tech,2,6,13,5,1,90000,10,83
Cybersecurity Analyst,9,7,4,2,5,3,4,1,4,1,4,6,4,6,6,1,5,2,1,2,4,1,3,2,5,9,5,6,1,4,8.31,2,Product Design,Product Design,Leadership,B.Sc,0,5,40,1,1,80000,8,66
UI/UX Designer,5,7,9,1,2,7,5,2,3,3,6,2,4,1,2,6,2,2,2,1,1,5,1,2,1,5,3,3,4,3,9.67,3,Blockchain,AR/VR,Analytical,M.Sc,4,5,25,9,0,280000,6,66
Cybersecurity Analyst,7,7,6,6,5,4,3,1,7,3,1,3,6,4,2,7,2,1,1,4,2,6,7,1,4,10,5,7,3,2,7.28,3,IoT,Cloud Computing,Detail-oriented,MCA,4,5,39,2,0,110000,7,91
Cybersecurity Analyst,9,4,5,1,9,4,1,1,2,3,2,3,3,1,4,6,6,3,7,7,2,3,2,2,2,10,9,9,6,3,7.74,4,IoT,Product Design,Creative,M.Tech,2,0,18,10,3,300000,8,80
Full Stack Developer,8,2,8,6,1,3,2,5,3,1,9,9,9,5,6,4,1,1,2,3,2,5,1,3,5,2,4,3,3,6,8.23,3,AR/VR,Web Development,Collaborative,B.Tech,7,10,24,6,2,160000,10,92
Cloud Architect,2,5,3,1,1,5,2,2,1,3,5,6,2,4,8,10,10,10,7,7,2,2,2,5,1,9,5,1,7,2,7.63,4,Cloud Computing,Blockchain,Leadership,B.Sc,7,15,24,2,3,170000,9,94
Cloud Architect,3,5,5,2,5,4,2,5,2,5,3,1,4,4,10,8,9,6,10,10,2,3,3,1,3,10,4,2,3,2,7.79,5,Cloud Computing,Cybersecurity,Creative,B.Tech,0,15,3,4,3,300000,6,78
